REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,PHARMACEUTICAL,Pharmaceutical,TIME_PERIOD,OBS_VALUE
SWE,Sweden,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C08,Calcium channel blockers,2018,87.2
SWE,Sweden,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C08,Calcium channel blockers,2019,91.1
SWE,Sweden,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C08,Calcium channel blockers,2020,94.6
SWE,Sweden,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C08,Calcium channel blockers,2021,98.9
SWE,Sweden,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C08,Calcium channel blockers,2022,104.7
SWE,Sweden,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C08,Calcium channel blockers,2023,109.1
NLD,Netherlands,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,J01,Antibacterials for systemic use,2013,10.5
NLD,Netherlands,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,J01,Antibacterials for systemic use,2014,10.3
NLD,Netherlands,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,J01,Antibacterials for systemic use,2015,10.4
NLD,Netherlands,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,J01,Antibacterials for systemic use,2016,10.1
NLD,Netherlands,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,J01,Antibacterials for systemic use,2017,9.8
NLD,Netherlands,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,J01,Antibacterials for systemic use,2018,9.7
NLD,Netherlands,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,J01,Antibacterials for systemic use,2019,9.5
NLD,Netherlands,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,J01,Antibacterials for systemic use,2020,8.5
NLD,Netherlands,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,J01,Antibacterials for systemic use,2021,8.3
NLD,Netherlands,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,J01,Antibacterials for systemic use,2022,9.1
LUX,Luxembourg,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",A10,Drugs used in diabetes,2013,26.9
LUX,Luxembourg,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",A10,Drugs used in diabetes,2014,30.6
LUX,Luxembourg,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",A10,Drugs used in diabetes,2015,33.1
LUX,Luxembourg,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",A10,Drugs used in diabetes,2016,35.3
LUX,Luxembourg,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",A10,Drugs used in diabetes,2017,37.6
LUX,Luxembourg,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",A10,Drugs used in diabetes,2018,39
LUX,Luxembourg,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",A10,Drugs used in diabetes,2019,42.3
LUX,Luxembourg,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",A10,Drugs used in diabetes,2020,43.7
LUX,Luxembourg,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",A10,Drugs used in diabetes,2021,45.9
LUX,Luxembourg,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",A10,Drugs used in diabetes,2022,51.7
ISL,Iceland,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C07,Beta blocking agents,2013,8
ISL,Iceland,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C07,Beta blocking agents,2014,7.6
ISL,Iceland,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C07,Beta blocking agents,2015,7.2
ISL,Iceland,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C07,Beta blocking agents,2016,7.3
ISL,Iceland,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C07,Beta blocking agents,2017,7.4
ISL,Iceland,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C07,Beta blocking agents,2018,7.4
ISL,Iceland,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C07,Beta blocking agents,2019,7.5
ISL,Iceland,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C07,Beta blocking agents,2020,8.2
ISL,Iceland,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C07,Beta blocking agents,2021,8.6
GRC,Greece,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,A10,Drugs used in diabetes,2013,85
GRC,Greece,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,A10,Drugs used in diabetes,2014,83.3
GRC,Greece,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,A10,Drugs used in diabetes,2015,86.2
GRC,Greece,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,A10,Drugs used in diabetes,2017,80.7
GRC,Greece,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,A10,Drugs used in diabetes,2018,81.9
GRC,Greece,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,A10,Drugs used in diabetes,2019,83.7
GRC,Greece,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,A10,Drugs used in diabetes,2020,88.1
GRC,Greece,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,A10,Drugs used in diabetes,2021,100.9
GRC,Greece,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,A10,Drugs used in diabetes,2022,98.4
GRC,Greece,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,A10,Drugs used in diabetes,2023,103.2
SWE,Sweden,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C03,Diuretics,2013,74.3
SWE,Sweden,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C03,Diuretics,2014,70.9
SWE,Sweden,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C03,Diuretics,2015,67.9
SWE,Sweden,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C03,Diuretics,2016,65
SWE,Sweden,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C03,Diuretics,2017,61.9
SWE,Sweden,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C03,Diuretics,2018,59.2
SWE,Sweden,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C03,Diuretics,2019,57.9
SWE,Sweden,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C03,Diuretics,2020,56.2
SWE,Sweden,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C03,Diuretics,2021,54.7
SWE,Sweden,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C03,Diuretics,2022,53
SWE,Sweden,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C03,Diuretics,2023,51.2
ISR,Israel,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,R03,Drugs for obstructive airway diseases,2014,20.9
ISR,Israel,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,R03,Drugs for obstructive airway diseases,2015,28.5
ISR,Israel,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,R03,Drugs for obstructive airway diseases,2016,25.6
ISR,Israel,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,R03,Drugs for obstructive airway diseases,2017,26.1
ISR,Israel,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,R03,Drugs for obstructive airway diseases,2018,26.6
ISR,Israel,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,R03,Drugs for obstructive airway diseases,2019,27.5
ISR,Israel,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,R03,Drugs for obstructive airway diseases,2020,23.6
ISR,Israel,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,R03,Drugs for obstructive airway diseases,2021,24.7
ISR,Israel,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,R03,Drugs for obstructive airway diseases,2022,24.9
ISR,Israel,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,R03,Drugs for obstructive airway diseases,2023,23.2
SVK,Slovak Republic,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",A10,Drugs used in diabetes,2013,17.2
SVK,Slovak Republic,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",A10,Drugs used in diabetes,2014,19.9
SVK,Slovak Republic,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",A10,Drugs used in diabetes,2015,23.5
SVK,Slovak Republic,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",A10,Drugs used in diabetes,2016,24.7
SVK,Slovak Republic,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",A10,Drugs used in diabetes,2017,23.9
SVK,Slovak Republic,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",A10,Drugs used in diabetes,2018,24.3
SVK,Slovak Republic,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",A10,Drugs used in diabetes,2019,26.5
SVK,Slovak Republic,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",A10,Drugs used in diabetes,2020,28.4
SVK,Slovak Republic,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",A10,Drugs used in diabetes,2021,29.1
SVK,Slovak Republic,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",A10,Drugs used in diabetes,2022,31.7
SVK,Slovak Republic,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,A02B,Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),2013,40.6
SVK,Slovak Republic,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,A02B,Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),2014,45
SVK,Slovak Republic,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,A02B,Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),2015,45.3
SVK,Slovak Republic,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,A02B,Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),2016,46.4
SVK,Slovak Republic,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,A02B,Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),2017,46.2
SVK,Slovak Republic,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,A02B,Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),2018,47.7
SVK,Slovak Republic,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,A02B,Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),2019,47.6
SVK,Slovak Republic,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,A02B,Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),2020,48.7
SVK,Slovak Republic,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,A02B,Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),2021,50.8
SVK,Slovak Republic,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,A02B,Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),2022,50.8
SWE,Sweden,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C03,Diuretics,2013,3.1
SWE,Sweden,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C03,Diuretics,2014,3
SWE,Sweden,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C03,Diuretics,2015,2.8
SWE,Sweden,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C03,Diuretics,2016,2.5
SWE,Sweden,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C03,Diuretics,2017,2.5
SWE,Sweden,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C03,Diuretics,2018,2.5
SWE,Sweden,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C03,Diuretics,2019,2.4
SWE,Sweden,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C03,Diuretics,2020,2.6
SWE,Sweden,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C03,Diuretics,2021,2.5
SWE,Sweden,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C03,Diuretics,2022,2.7
HRV,Croatia,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,J01,Antibacterials for systemic use,2013,19.2
HRV,Croatia,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,J01,Antibacterials for systemic use,2014,19.4
HRV,Croatia,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,J01,Antibacterials for systemic use,2015,19.7
HRV,Croatia,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,J01,Antibacterials for systemic use,2016,18.7
HRV,Croatia,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,J01,Antibacterials for systemic use,2017,18.6
HRV,Croatia,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,J01,Antibacterials for systemic use,2018,18.8
HRV,Croatia,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,J01,Antibacterials for systemic use,2019,18.8
HRV,Croatia,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,J01,Antibacterials for systemic use,2020,15.7
HRV,Croatia,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,J01,Antibacterials for systemic use,2021,18.2
HRV,Croatia,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,J01,Antibacterials for systemic use,2022,20.2
LTU,Lithuania,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C03,Diuretics,2013,20.7
LTU,Lithuania,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C03,Diuretics,2014,21.7
LTU,Lithuania,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C03,Diuretics,2015,21.2
LTU,Lithuania,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C03,Diuretics,2016,21.8
LTU,Lithuania,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C03,Diuretics,2017,22.6
LTU,Lithuania,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C03,Diuretics,2018,23.9
LTU,Lithuania,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C03,Diuretics,2019,26.8
LTU,Lithuania,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C03,Diuretics,2020,29.1
LTU,Lithuania,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C03,Diuretics,2021,28.7
LTU,Lithuania,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C03,Diuretics,2022,29.4
NZL,New Zealand,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,B,Blood and blood forming organs,2018,293.9
NZL,New Zealand,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,B,Blood and blood forming organs,2019,270.6
NZL,New Zealand,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,B,Blood and blood forming organs,2020,236.6
NZL,New Zealand,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,B,Blood and blood forming organs,2021,253.2
NZL,New Zealand,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,B,Blood and blood forming organs,2022,247.5
NZL,New Zealand,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,B,Blood and blood forming organs,2023,244.5
SVN,Slovenia,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,H,"Systemic hormonal preparations, excluding sex hormones and insulins",2013,21.6
SVN,Slovenia,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,H,"Systemic hormonal preparations, excluding sex hormones and insulins",2014,22.4
SVN,Slovenia,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,H,"Systemic hormonal preparations, excluding sex hormones and insulins",2015,23.6
SVN,Slovenia,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,H,"Systemic hormonal preparations, excluding sex hormones and insulins",2016,24.1
SVN,Slovenia,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,H,"Systemic hormonal preparations, excluding sex hormones and insulins",2017,25.5
SVN,Slovenia,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,H,"Systemic hormonal preparations, excluding sex hormones and insulins",2018,26.6
SVN,Slovenia,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,H,"Systemic hormonal preparations, excluding sex hormones and insulins",2019,27.2
SVN,Slovenia,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,H,"Systemic hormonal preparations, excluding sex hormones and insulins",2020,28.4
SVN,Slovenia,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,H,"Systemic hormonal preparations, excluding sex hormones and insulins",2021,29
SVN,Slovenia,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,H,"Systemic hormonal preparations, excluding sex hormones and insulins",2022,29.7
SVK,Slovak Republic,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",A02A,Antacids,2013,0.3
SVK,Slovak Republic,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",A02A,Antacids,2014,0.3
SVK,Slovak Republic,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",A02A,Antacids,2015,0.3
SVK,Slovak Republic,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",A02A,Antacids,2016,0.3
SVK,Slovak Republic,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",A02A,Antacids,2017,0
SVK,Slovak Republic,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",A02A,Antacids,2018,0.3
SVK,Slovak Republic,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",A02A,Antacids,2019,0.3
SVK,Slovak Republic,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",A02A,Antacids,2020,0.3
SVK,Slovak Republic,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",A02A,Antacids,2021,0.3
SVK,Slovak Republic,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",A02A,Antacids,2022,0.3
CHL,Chile,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,B,Blood and blood forming organs,2013,107.5
CHL,Chile,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,B,Blood and blood forming organs,2014,157
CHL,Chile,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,B,Blood and blood forming organs,2015,159.8
CHL,Chile,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,B,Blood and blood forming organs,2016,157.3
CHL,Chile,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,B,Blood and blood forming organs,2017,87.2
CHL,Chile,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,B,Blood and blood forming organs,2018,106.2
CHL,Chile,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,B,Blood and blood forming organs,2019,121.3
CHL,Chile,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,B,Blood and blood forming organs,2020,196.7
CHL,Chile,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,B,Blood and blood forming organs,2021,202.1
CHL,Chile,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,B,Blood and blood forming organs,2022,200.6
CHL,Chile,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,B,Blood and blood forming organs,2023,174.4
PRT,Portugal,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C01B,"Antiarrhythmics, Class I and III",2013,0.6
PRT,Portugal,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C01B,"Antiarrhythmics, Class I and III",2014,0.6
PRT,Portugal,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C01B,"Antiarrhythmics, Class I and III",2015,0.6
PRT,Portugal,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C01B,"Antiarrhythmics, Class I and III",2016,0.6
PRT,Portugal,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C01B,"Antiarrhythmics, Class I and III",2017,0.6
PRT,Portugal,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C01B,"Antiarrhythmics, Class I and III",2018,0.6
PRT,Portugal,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C01B,"Antiarrhythmics, Class I and III",2019,0.6
PRT,Portugal,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C01B,"Antiarrhythmics, Class I and III",2020,0.6
PRT,Portugal,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C01B,"Antiarrhythmics, Class I and III",2021,0.6
PRT,Portugal,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C01B,"Antiarrhythmics, Class I and III",2022,0.7
SWE,Sweden,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,B,Blood and blood forming organs,2013,284.4
SWE,Sweden,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,B,Blood and blood forming organs,2014,266.7
SWE,Sweden,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,B,Blood and blood forming organs,2015,258.4
SWE,Sweden,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,B,Blood and blood forming organs,2016,256.3
SWE,Sweden,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,B,Blood and blood forming organs,2017,251.8
SWE,Sweden,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,B,Blood and blood forming organs,2018,235.2
SWE,Sweden,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,B,Blood and blood forming organs,2019,229.8
SWE,Sweden,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,B,Blood and blood forming organs,2020,224.8
SWE,Sweden,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,B,Blood and blood forming organs,2021,225.4
SWE,Sweden,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,B,Blood and blood forming organs,2022,225.9
SWE,Sweden,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,B,Blood and blood forming organs,2023,227.2
HUN,Hungary,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",J01,Antibacterials for systemic use,2013,10.5
HUN,Hungary,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",J01,Antibacterials for systemic use,2014,10.4
HUN,Hungary,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",J01,Antibacterials for systemic use,2015,10.4
